"","team_num","reading_type","time_diff","date_time","Lat","Lon","sea_temp","air_temp"
"1",14,"buoy","0",1991-07-21 12:00:00,0,-155,28.03,28.07
"2",14,"buoy","0",1991-07-22 12:00:00,0,-155,27.9,27.83
"3",14,"buoy","0",1991-07-23 12:00:00,0,-155,27.99,27.87
"4",14,"buoy","0",1991-07-24 12:00:00,0,-155,28.12,27.75
"5",14,"buoy","0",1991-07-25 12:00:00,0,-155,28.17,27.79
"6",14,"buoy","0",1991-07-26 12:00:00,0,-155,28.24,27.44
"7",14,"buoy","0",1991-07-27 12:00:00,0,-155,28.23,27.36
"8",14,"buoy","0",1991-07-28 12:00:00,0,-155,28.22,28.03
"9",14,"buoy","0",1991-07-29 12:00:00,0,-155,28.16,27.87
"10",14,"buoy","0",1991-07-30 12:00:00,0,-155,28.13,27.79
"11",14,"buoy","0",1991-07-31 12:00:00,0,-155,28.11,27.67
"12",14,"buoy","0",1991-08-01 12:00:00,0,-155,28.03,27.75
"13",14,"buoy","0",1991-08-02 12:00:00,0,-155,27.98,27.67
"14",14,"buoy","0",1991-08-03 12:00:00,0,-155,27.94,27.63
"15",14,"buoy","0",1991-08-04 12:00:00,0,-155,27.9,27.48
"16",14,"buoy","0",1991-08-05 12:00:00,0,-155,27.76,27.51
"17",14,"buoy","0",1991-08-06 12:00:00,0,-155,27.7,27.55
"18",14,"buoy","0",1991-08-07 12:00:00,0,-155,27.68,27.48
"19",14,"buoy","0",1991-08-08 12:00:00,0,-155,27.48,27.44
"20",14,"buoy","0",1991-08-09 12:00:00,0,-155,27.38,27.24
"21",14,"buoy","0",1991-08-10 12:00:00,0,-155,27.6,27.36
"22",14,"buoy","0",1991-08-11 12:00:00,0,-155,28.1,27.75
"23",14,"buoy","0",1991-08-12 12:00:00,0,-155,28.38,27.91
"24",14,"buoy","0",1991-08-13 12:00:00,0,-155,28.21,27.99
"25",14,"buoy","0",1991-08-14 12:00:00,0,-155,28.11,27.91
"26",14,"buoy","0",1991-08-15 12:00:00,0,-155,28.11,27.95
"27",14,"buoy","0",1991-08-16 12:00:00,0,-155,28.11,27.75
"28",14,"buoy","0",1991-08-17 12:00:00,0,-155,28.04,27.87
"29",14,"buoy","0",1991-08-18 12:00:00,0,-155,27.83,27.71
"30",14,"buoy","0",1991-08-19 12:00:00,0,-155,27.62,27.48
"31",14,"buoy","0",1991-08-20 12:00:00,0,-155,27.56,27.48
"32",14,"buoy","0",1991-08-21 12:00:00,0,-155,27.54,27.63
"33",14,"buoy","0",1991-08-22 12:00:00,0,-155,27.65,27.36
"34",14,"buoy","0",1991-08-23 12:00:00,0,-155,27.62,27.63
"35",14,"buoy","0",1991-08-24 12:00:00,0,-155,27.6,27.59
"36",14,"buoy","0",1991-08-25 12:00:00,0,-155,27.55,27.36
"37",14,"buoy","0",1991-08-26 12:00:00,0,-155,27.36,27.36
"38",14,"buoy","0",1991-08-27 12:00:00,0,-155,27.44,27.4
"39",14,"buoy","0",1991-08-28 12:00:00,0,-155,27.78,27.67
"40",14,"buoy","0",1991-08-29 12:00:00,0,-155,27.56,27.48
"41",14,"buoy","0",1991-08-30 12:00:00,0,-155,27.31,27.16
"42",14,"buoy","0",1991-08-31 12:00:00,0,-155,27.2,26.96
"43",14,"buoy","0",1991-09-01 12:00:00,0,-155,27.08,26.76
"44",14,"buoy","0",1991-09-02 12:00:00,0,-155,27.01,26.64
"45",14,"buoy","0",1991-09-03 12:00:00,0,-155,26.97,26.72
"46",14,"buoy","0",1991-09-04 12:00:00,0,-155,26.92,26.76
"47",14,"buoy","0",1991-09-05 12:00:00,0,-155,26.76,26.68
"48",14,"buoy","0",1991-09-06 12:00:00,0,-155,26.61,26.64
"49",14,"buoy","0",1991-09-07 12:00:00,0,-155,26.61,26.29
"50",14,"buoy","0",1991-09-08 12:00:00,0,-155,26.52,26.13
"51",14,"buoy","0",1991-09-09 12:00:00,0,-155,26.71,26.6
"52",14,"buoy","0",1991-09-10 12:00:00,0,-155,26.92,26.64
"53",14,"buoy","0",1991-09-11 12:00:00,0,-155,27.13,26.96
"54",14,"buoy","0",1991-09-12 12:00:00,0,-155,27.49,26.92
"55",14,"buoy","0",1991-09-13 12:00:00,0,-155,27.77,27.04
"56",14,"buoy","0",1991-09-14 12:00:00,0,-155,27.9,27.12
"57",14,"buoy","0",1991-09-15 12:00:00,0,-155,27.72,27.16
"58",14,"buoy","0",1991-09-16 12:00:00,0,-155,27.76,27.12
"59",14,"buoy","0",1991-09-17 12:00:00,0,-155,27.93,27.28
"60",14,"buoy","0",1991-09-18 12:00:00,0,-155,28.17,27.51
"61",14,"buoy","0",1991-09-19 12:00:00,0,-155,28.1,27.48
"62",14,"buoy","0",1991-09-20 12:00:00,0,-155,27.72,27.59
"63",14,"buoy","0",1991-09-21 12:00:00,0,-155,27.67,27.44
"64",14,"buoy","0",1991-09-22 12:00:00,0,-155,27.68,27.2
"65",14,"buoy","0",1991-09-23 12:00:00,0,-155,27.71,27.2
"66",14,"buoy","0",1991-09-24 12:00:00,0,-155,27.8,27.59
"67",14,"buoy","0",1991-09-25 12:00:00,0,-155,27.56,27.51
"68",14,"buoy","0",1991-09-26 12:00:00,0,-155,27.49,27.36
"69",14,"buoy","0",1991-09-27 12:00:00,0,-155,27.52,27.2
"70",14,"buoy","0",1991-09-28 12:00:00,0,-155,27.6,27.4
"71",14,"buoy","0",1991-09-29 12:00:00,0,-155,27.66,27.32
"72",14,"buoy","0",1991-09-30 12:00:00,0,-155,27.9,27.48
"73",14,"buoy","0",1991-10-01 12:00:00,0,-155,27.84,27.24
"74",14,"buoy","0",1991-10-02 12:00:00,0,-155,27.9,27.55
"75",14,"buoy","0",1991-10-03 12:00:00,0,-155,27.86,27.63
"76",14,"buoy","0",1991-10-04 12:00:00,0,-155,27.99,27.44
"77",14,"buoy","0",1991-10-05 12:00:00,0,-155,27.99,27.51
"78",14,"buoy","0",1991-10-06 12:00:00,0,-155,28.27,27.36
"79",14,"buoy","0",1991-10-07 12:00:00,0,-155,28.39,27.2
"80",14,"buoy","0",1991-10-08 12:00:00,0,-155,28.66,27.4
"81",14,"buoy","0",1991-10-09 12:00:00,0,-155,28.91,27.44
"82",14,"buoy","0",1991-10-10 12:00:00,0,-155,28.7,27.55
"83",14,"buoy","0",1991-10-11 12:00:00,0,-155,28.37,27.59
"84",14,"buoy","0",1991-10-12 12:00:00,0,-155,28.2,27.51
"85",14,"buoy","0",1991-10-13 12:00:00,0,-155,28.29,27.48
"86",14,"buoy","0",1991-10-14 12:00:00,0,-155,28.22,27.79
"87",14,"buoy","0",1991-10-15 12:00:00,0,-155,28.26,27.59
"88",14,"buoy","0",1991-10-16 12:00:00,0,-155,28.21,27.67
"89",14,"buoy","0",1991-10-17 12:00:00,0,-155,28.23,27.79
"90",14,"buoy","0",1991-10-18 12:00:00,0,-155,28.19,27.71
"91",14,"buoy","0",1991-10-19 12:00:00,0,-155,28.24,27.75
"92",14,"buoy","0",1991-10-20 12:00:00,0,-155,28.14,27.83
"93",14,"buoy","0",1991-10-21 12:00:00,0,-155,28.17,28.03
"94",14,"buoy","0",1991-10-22 12:00:00,0,-155,28.17,27.91
"95",14,"buoy","0",1991-10-23 12:00:00,0,-155,28.31,27.83
"96",14,"buoy","0",1991-10-24 12:00:00,0,-155,28.33,27.91
"97",14,"buoy","0",1991-10-25 12:00:00,0,-155,28.21,27.95
"98",14,"buoy","0",1991-10-26 12:00:00,0,-155,28.18,28.03
"99",14,"buoy","0",1991-10-27 12:00:00,0,-155,28.15,28.15
"100",14,"buoy","0",1991-10-28 12:00:00,0,-155,28.01,27.83
"101",14,"buoy","0",1991-10-29 12:00:00,0,-155,28.13,27.83
"102",14,"buoy","0",1991-10-30 12:00:00,0,-155,28.06,27.99
"103",14,"buoy","0",1991-10-31 12:00:00,0,-155,27.84,27.67
"104",14,"buoy","0",1991-11-01 12:00:00,0,-155,28.16,27.67
"105",14,"buoy","0",1991-11-02 12:00:00,0,-155,28.21,27.83
"106",14,"buoy","0",1991-11-03 12:00:00,0,-155,28.17,27.95
"107",14,"buoy","0",1991-11-04 12:00:00,0,-155,28.17,28.07
"108",14,"buoy","0",1991-11-05 12:00:00,0,-155,28.3,27.83
"109",14,"buoy","0",1991-11-06 12:00:00,0,-155,28.33,27.63
"110",14,"buoy","0",1991-11-07 12:00:00,0,-155,28.46,27.67
"111",14,"buoy","0",1991-11-08 12:00:00,0,-155,28.39,27.91
"112",14,"buoy","0",1991-11-09 12:00:00,0,-155,28.33,27.48
"113",14,"buoy","0",1991-11-10 12:00:00,0,-155,28.41,27.91
"114",14,"buoy","0",1991-11-11 12:00:00,0,-155,28.32,27.59
"115",14,"buoy","0",1991-11-12 12:00:00,0,-155,28.3,27.51
"116",14,"buoy","0",1991-11-13 12:00:00,0,-155,28.4,27.63
"117",14,"buoy","0",1991-11-14 12:00:00,0,-155,28.44,27.67
"118",14,"buoy","0",1991-11-15 12:00:00,0,-155,28.51,27.99
"119",14,"buoy","0",1991-11-16 12:00:00,0,-155,28.51,28.11
"120",14,"buoy","0",1991-11-17 12:00:00,0,-155,28.59,27.83
"121",14,"buoy","0",1991-11-18 12:00:00,0,-155,28.67,28.11
"122",14,"buoy","0",1991-11-19 12:00:00,0,-155,28.58,27.83
